payment_id,settlement_id,transaction_id,customer_id,payment_date,gross_amount,fee,refund_amount,net_settlement,settlement_date,settlement_status,reference
PAY0388,SET0388,TXN0388,C125,2026-08-12,50000.0,0.0,0.0,30000.0,2026-08-13,SETTLED,RZP-TXN0388
PAY0389,SET0389,TXN0389,C110,2026-08-01,2500.0,0.0,0.0,1500.0,2026-08-02,SETTLED,RZP-TXN0389
PAY0390,SET0390,TXN0390,C128,2026-08-02,2500.0,0.0,0.0,2500.0,2026-08-03,SETTLED,RZP-TXN0390
PAY0391,SET0391,TXN0391,C123,2026-08-12,15000.0,0.0,0.0,14500.0,2026-08-13,SETTLED,RZP-TXN0391
PAY0392,SET0392,TXN0392,C109,2026-08-15,10000.0,0.0,0.0,10000.0,2026-08-16,SETTLED,RZP-TXN0392
PAY0393,SET0393,TXN0393,C136,2026-08-05,50000.0,0.0,0.0,50000.0,2026-08-06,SETTLED,RZP-TXN0393
PAY0394,SET0394,TXN0394,C141,2026-08-09,5000.0,0.0,0.0,5000.0,2026-08-10,SETTLED,RZP-TXN0394
PAY0395,SET0395,TXN0395,C101,2026-08-06,25000.0,500.0,0.0,24500.0,2026-08-07,SETTLED,RZP-TXN0395
PAY0396,SET0396,TXN0396,C107,2026-08-09,7500.0,0.0,0.0,7500.0,2026-08-12,SETTLED,RZP-TXN0396
PAY0397,SET0397,TXN0397,C139,2026-08-10,25000.0,0.0,0.0,25000.0,2026-08-11,SETTLED,RZP-TXN0397
PAY0398,SET0398_1,TXN0398,C104,2026-08-15,1500.0,0.0,0.0,1500.0,2026-08-16,SETTLED,RZP-TXN0398-1
PAY0398,SET0398_2,TXN0398,C104,2026-08-15,1000.0,0.0,0.0,1000.0,2026-08-16,SETTLED,RZP-TXN0398-2
PAY0399,SET0399,TXN0399,C143,2026-08-11,10000.0,0.0,0.0,10000.0,2026-08-14,SETTLED,RZP-TXN0399
PAY0400,SET0400,TXN0400,C134,2026-08-10,7500.0,0.0,0.0,4500.0,2026-08-11,SETTLED,RZP-TXN0400
PAY0401,SET0401,TXN0401,C145,2026-08-21,2500.0,0.0,0.0,1500.0,2026-08-22,SETTLED,RZP-TXN0401
PAY0402,SET0402,TXN0402,C114,2026-08-04,5000.0,0.0,0.0,3000.0,2026-08-05,SETTLED,RZP-TXN0402
PAY0403,SET0403,TXN0403,C131,2026-08-01,10000.0,0.0,1000.0,9000.0,2026-08-02,SETTLED,RZP-TXN0403
PAY0404,SET0404,TXN0404,C129,2026-08-18,2500.0,0.0,250.0,2250.0,2026-08-19,SETTLED,RZP-TXN0404
PAY0405,SET0405,TXN0405,C104,2026-08-10,15000.0,0.0,0.0,15000.0,2026-08-11,SETTLED,RZP-TXN0405
PAY0406,SET0406,TXN0406,C146,2026-08-16,50000.0,0.0,0.0,50000.0,2026-08-17,SETTLED,RZP-TXN0406
PAY0407,SET0407,TXN0407,C136,2026-08-03,2500.0,0.0,0.0,2500.0,2026-08-04,SETTLED,RZP-TXN0407
PAY0408,SET0408,TXN0408,C141,2026-08-03,25000.0,500.0,0.0,24500.0,2026-08-04,SETTLED,RZP-TXN0408
PAY0409,SET0409,TXN0409,C122,2026-08-05,50000.0,0.0,0.0,50000.0,2026-08-08,SETTLED,RZP-TXN0409
PAY0410,SET0410,TXN0410,C149,2026-08-05,15000.0,300.0,0.0,14700.0,2026-08-06,SETTLED,RZP-TXN0410
PAY0411,SET0411,TXN0411,C107,2026-08-17,2500.0,0.0,0.0,2500.0,2026-08-18,SETTLED,RZP-TXN0411
PAY0412,SET0412,TXN0412,C120,2026-08-08,10000.0,0.0,0.0,8000.0,2026-08-09,SETTLED,RZP-TXN0412
PAY0413,SET0413,TXN0413,C105,2026-08-09,5000.0,0.0,0.0,5000.0,2026-08-12,SETTLED,RZP-TXN0413
PAY0414,SET0414,TXN0414,C117,2026-08-05,7500.0,0.0,750.0,6750.0,2026-08-06,SETTLED,RZP-TXN0414
PAY0415,SET0415,TXN0415,C132,2026-08-21,2500.0,0.0,250.0,2250.0,2026-08-22,SETTLED,RZP-TXN0415
PAY0416,SET0416,TXN0416,C109,2026-08-06,75000.0,0.0,0.0,75000.0,2026-08-07,SETTLED,RZP-TXN041X
PAY0417,SET0417,TXN0417,C121,2026-08-19,1000.0,0.0,0.0,600.0,2026-08-20,SETTLED,RZP-TXN0417
PAY0418,SET0418,TXN0418,C105,2026-08-02,75000.0,0.0,0.0,75000.0,2026-08-03,SETTLED,RZP-TXN0418
PAY0419,SET0419,TXN0419,C149,2026-08-19,15000.0,0.0,1500.0,13500.0,2026-08-20,SETTLED,RZP-TXN0419
PAY0420,SET0420,TXN0420,C131,2026-08-21,50000.0,0.0,0.0,50000.0,2026-08-22,SETTLED,RZP-TXN0420
PAY0421,SET0421,TXN0421,C130,2026-08-08,15000.0,0.0,0.0,15000.0,2026-08-09,SETTLED,RZP-TXN0421
PAY0422,SET0422,TXN0422,C144,2026-08-02,2500.0,0.0,0.0,2500.0,2026-08-03,SETTLED,RZP-TXN0422
PAY0423,SET0423,TXN0423,C129,2026-08-07,10000.0,0.0,1000.0,9000.0,2026-08-08,SETTLED,RZP-TXN0423
PAY0424,SET0424,TXN0424,C145,2026-08-11,10000.0,0.0,0.0,10000.0,2026-08-12,SETTLED,RZP-TXN0424
PAY0425,SET0425,TXN0425,C108,2026-08-12,50000.0,0.0,5000.0,45000.0,2026-08-13,SETTLED,RZP-TXN0425
PAY0426,SET0426,TXN0426,C115,2026-08-15,1500.0,0.0,0.0,1500.0,2026-08-16,SETTLED,RZP-TXN0426
PAY0427,SET0427,TXN0427,C109,2026-08-04,1000.0,0.0,0.0,1000.0,2026-08-05,SETTLED,RZP-TXN0427
PAY0428,SET0428,TXN0428,C139,2026-08-14,5000.0,0.0,0.0,5000.0,2026-08-15,SETTLED,RZP-TXN0428
PAY0429,SET0429,TXN0429,C110,2026-08-11,75000.0,0.0,0.0,75000.0,2026-08-12,SETTLED,RZP-TXN042X
PAY0430,SET0430,TXN0430,C148,2026-08-06,25000.0,0.0,0.0,25000.0,2026-08-07,SETTLED,RZP-TXN0430
PAY0431,SET0431,TXN0431,C129,2026-08-16,7500.0,150.0,0.0,7350.0,2026-08-17,SETTLED,RZP-TXN0431
PAY0432,SET0432,TXN0432,C125,2026-08-17,25000.0,0.0,0.0,25000.0,2026-08-18,SETTLED,RZP-TXN0432
PAY0433,SET0433,TXN0433,C113,2026-08-19,10000.0,0.0,0.0,10000.0,2026-08-20,SETTLED,RZP-TXN0433
PAY0434,SET0434,TXN0434,C131,2026-08-20,25000.0,0.0,0.0,25000.0,2026-08-21,SETTLED,RZP-TXN0434
PAY0435,SET0435_1,TXN0435,C106,2026-08-14,1500.0,0.0,0.0,1500.0,2026-08-15,SETTLED,RZP-TXN0435-1
PAY0435,SET0435_2,TXN0435,C106,2026-08-14,1000.0,0.0,0.0,1000.0,2026-08-15,SETTLED,RZP-TXN0435-2
PAY0436,SET0436,TXN0436,C148,2026-08-13,10000.0,0.0,0.0,10000.0,2026-08-14,SETTLED,RZP-TXN0436
PAY0437,SET0437,TXN0437,C136,2026-08-18,5000.0,0.0,0.0,5000.0,2026-08-19,SETTLED,RZP-TXN0437
PAY0438,SET0438,TXN0438,C104,2026-08-13,50000.0,1000.0,0.0,49000.0,2026-08-14,SETTLED,RZP-TXN0438
PAY0439,SET0439,TXN0439,C117,2026-08-20,75000.0,0.0,0.0,75000.0,2026-08-21,SETTLED,RZP-TXN0439
PAY0440,SET0440,TXN0440,C125,2026-08-12,10000.0,0.0,1000.0,9000.0,2026-08-13,SETTLED,RZP-TXN0440
PAY0441,SET0441,TXN0441,C148,2026-08-05,5000.0,0.0,500.0,4500.0,2026-08-06,SETTLED,RZP-TXN0441
PAY0442,SET0442,TXN0442,C132,2026-08-02,1000.0,0.0,0.0,1000.0,2026-08-03,SETTLED,RZP-TXN0442
PAY0443,SET0443,TXN0443,C121,2026-08-16,50000.0,1000.0,0.0,49000.0,2026-08-17,SETTLED,RZP-TXN0443
PAY0444,SET0444,TXN0444,C132,2026-08-05,10000.0,0.0,0.0,9000.0,2026-08-06,SETTLED,RZP-TXN0444
PAY0445,SET0445,TXN0445,C125,2026-08-20,7500.0,0.0,750.0,6750.0,2026-08-21,SETTLED,RZP-TXN0445
PAY0446,SET0446,TXN0446,C132,2026-08-18,25000.0,0.0,0.0,25000.0,2026-08-21,SETTLED,RZP-TXN0446
PAY0447,SET0447,TXN0447,C130,2026-08-01,10000.0,0.0,0.0,10000.0,2026-08-02,SETTLED,RZP-TXN0447
PAY0448,SET0448,TXN0448,C126,2026-08-19,7500.0,0.0,0.0,4500.0,2026-08-20,SETTLED,RZP-TXN0448
PAY0449,SET0449,TXN0449,C144,2026-08-21,1000.0,0.0,100.0,900.0,2026-08-22,SETTLED,RZP-TXN0449
PAY0450,SET0450,TXN0450,C141,2026-08-19,75000.0,0.0,0.0,75000.0,2026-08-20,SETTLED,RZP-TXN0450
PAY0451,SET0451,TXN0451,C137,2026-08-16,2500.0,50.0,0.0,2450.0,2026-08-17,SETTLED,RZP-TXN0451
PAY0452,SET0452,TXN0452,C139,2026-08-13,2500.0,0.0,0.0,1500.0,2026-08-14,SETTLED,RZP-TXN0452
PAY0453,SET0453,TXN0453,C102,2026-08-19,1500.0,0.0,0.0,1500.0,2026-08-20,SETTLED,RZP-TXN0453
PAY0454,SET0454,TXN0454,C120,2026-08-14,2500.0,0.0,0.0,2500.0,2026-08-15,SETTLED,RZP-TXN0454
PAY0455,SET0455,TXN0455,C126,2026-08-17,75000.0,0.0,0.0,73000.0,2026-08-18,SETTLED,RZP-TXN0455
PAY0456,SET0456,TXN0456,C103,2026-08-05,50000.0,0.0,0.0,50000.0,2026-08-06,SETTLED,RZP-TXN0456
PAY0457,SET0457,TXN0457,C142,2026-08-16,50000.0,0.0,0.0,50000.0,2026-08-17,SETTLED,RZP-TXN0457
PAY0458,SET0458,TXN0458,C129,2026-08-18,10000.0,200.0,0.0,9800.0,2026-08-19,SETTLED,RZP-TXN0458
PAY0459,SET0459,TXN0459,C149,2026-08-21,7500.0,0.0,750.0,6750.0,2026-08-22,SETTLED,RZP-TXN0459
PAY0460,SET0460,TXN0460,C115,2026-08-09,50000.0,0.0,0.0,50000.0,2026-08-10,SETTLED,RZP-TXN0460
PAY0461,SET0461,TXN0461,C149,2026-08-10,5000.0,0.0,0.0,5000.0,2026-08-13,SETTLED,RZP-TXN0461
PAY0462,SET0462,TXN0462,C120,2026-08-16,10000.0,0.0,1000.0,9000.0,2026-08-17,SETTLED,RZP-TXN0462
PAY0463,SET0463,TXN0463,C117,2026-08-10,1500.0,0.0,150.0,1350.0,2026-08-11,SETTLED,RZP-TXN0463
PAY0464,SET0464,TXN0464,C124,2026-08-13,10000.0,0.0,0.0,9500.0,2026-08-14,SETTLED,RZP-TXN0464
PAY0465,SET0465,TXN0465,C102,2026-08-10,1500.0,0.0,0.0,1500.0,2026-08-11,SETTLED,RZP-TXN0465
PAY0466,SET0466,TXN0466,C141,2026-08-09,25000.0,0.0,0.0,25000.0,2026-08-10,SETTLED,RZP-TXN0466
PAY0467,SET0467,TXN0467,C117,2026-08-18,7500.0,0.0,0.0,7500.0,2026-08-19,SETTLED,RZP-TXN0467
PAY0468,SET0468,TXN0468,C147,2026-08-19,5000.0,0.0,0.0,5000.0,2026-08-20,SETTLED,RZP-TXN0468
PAY0469,SET0469,TXN0469,C133,2026-08-08,5000.0,0.0,0.0,5000.0,2026-08-09,SETTLED,RZP-TXN0469
PAY0470,SET0470,TXN0470,C121,2026-08-16,1500.0,0.0,0.0,1500.0,2026-08-19,SETTLED,RZP-TXN0470
PAY0471,SET0471,TXN0471,C100,2026-08-18,2500.0,0.0,0.0,2500.0,2026-08-19,SETTLED,RZP-TXN0471
PAY0472,SET0472,TXN0472,C130,2026-08-21,5000.0,0.0,0.0,5000.0,2026-08-22,SETTLED,RZP-TXN047X
PAY0473,SET0473_1,TXN0473,C120,2026-08-10,600.0,0.0,0.0,600.0,2026-08-11,SETTLED,RZP-TXN0473-1
PAY0473,SET0473_2,TXN0473,C120,2026-08-10,400.0,0.0,0.0,400.0,2026-08-11,SETTLED,RZP-TXN0473-2
PAY0474,SET0474,TXN0474,C136,2026-08-08,50000.0,0.0,0.0,50000.0,2026-08-09,SETTLED,RZP-TXN047X
PAY0475,SET0475,TXN0475,C111,2026-08-14,2500.0,0.0,0.0,2000.0,2026-08-15,SETTLED,RZP-TXN0475
PAY0476,SET0476_1,TXN0476,C131,2026-08-06,4500.0,0.0,0.0,4500.0,2026-08-07,SETTLED,RZP-TXN0476-1
PAY0476,SET0476_2,TXN0476,C131,2026-08-06,3000.0,0.0,0.0,3000.0,2026-08-07,SETTLED,RZP-TXN0476-2
PAY0477,SET0477,TXN0477,C136,2026-08-20,1500.0,0.0,0.0,500.0,2026-08-21,SETTLED,RZP-TXN0477
PAY0478,SET0478,TXN0478,C129,2026-08-21,50000.0,1000.0,0.0,49000.0,2026-08-22,SETTLED,RZP-TXN0478
PAY0479,SET0479,TXN0479,C132,2026-08-15,7500.0,0.0,0.0,7500.0,2026-08-16,SETTLED,RZP-TXN0479
PAY0480,SET0480,TXN0480,C121,2026-08-06,25000.0,0.0,0.0,25000.0,2026-08-09,SETTLED,RZP-TXN0480
PAY0481,SET0481,TXN0481,C111,2026-08-01,10000.0,0.0,0.0,6000.0,2026-08-02,SETTLED,RZP-TXN0481
PAY0482,SET0482,TXN0482,C143,2026-08-07,2500.0,0.0,250.0,2250.0,2026-08-08,SETTLED,RZP-TXN0482
PAY0483,SET0483,TXN0483,C125,2026-08-14,50000.0,0.0,0.0,50000.0,2026-08-15,SETTLED,RZP-TXN0483
PAY0484,SET0484,TXN0484,C142,2026-08-04,2500.0,0.0,0.0,2500.0,2026-08-05,SETTLED,RZP-TXN0484
PAY0485,SET0485,TXN0485,C130,2026-08-11,5000.0,0.0,0.0,5000.0,2026-08-12,SETTLED,RZP-TXN0485
PAY0486,SET0486,TXN0486,C115,2026-08-15,7500.0,0.0,0.0,6500.0,2026-08-16,SETTLED,RZP-TXN0486
PAY0487,SET0487,TXN0487,C146,2026-08-19,1000.0,0.0,0.0,1000.0,2026-08-20,SETTLED,RZP-TXN0487
PAY0488,SET0488,TXN0488,C144,2026-08-08,1000.0,0.0,0.0,1000.0,2026-08-11,SETTLED,RZP-TXN0488
PAY0489,SET0489,TXN0489,C119,2026-08-06,15000.0,0.0,0.0,15000.0,2026-08-09,SETTLED,RZP-TXN0489
PAY0490,SET0490,TXN0490,C149,2026-08-10,1500.0,0.0,0.0,1500.0,2026-08-13,SETTLED,RZP-TXN0490
PAY0491,SET0491,TXN0491,C123,2026-08-20,5000.0,0.0,0.0,5000.0,2026-08-21,SETTLED,RZP-TXN0491
PAY0492,SET0492,TXN0492,C130,2026-08-05,25000.0,0.0,0.0,25000.0,2026-08-06,SETTLED,RZP-TXN049X
PAY0493,SET0493,TXN0493,C123,2026-08-14,50000.0,0.0,0.0,48000.0,2026-08-15,SETTLED,RZP-TXN0493
PAY0494,SET0494_1,TXN0494,C113,2026-08-08,45000.0,0.0,0.0,45000.0,2026-08-09,SETTLED,RZP-TXN0494-1
PAY0494,SET0494_2,TXN0494,C113,2026-08-08,30000.0,0.0,0.0,30000.0,2026-08-09,SETTLED,RZP-TXN0494-2
PAY0495,SET0495,TXN0495,C128,2026-08-17,10000.0,0.0,0.0,10000.0,2026-08-18,SETTLED,RZP-TXN0495
PAY0496,SET0496_1,TXN0496,C107,2026-08-02,30000.0,0.0,0.0,30000.0,2026-08-03,SETTLED,RZP-TXN0496-1
PAY0496,SET0496_2,TXN0496,C107,2026-08-02,20000.0,0.0,0.0,20000.0,2026-08-03,SETTLED,RZP-TXN0496-2
PAY0497,SET0497,TXN0497,C134,2026-08-05,2500.0,0.0,0.0,2500.0,2026-08-06,SETTLED,RZP-TXN0497
PAY0498,SET0498,TXN0498,C128,2026-08-04,5000.0,0.0,0.0,5000.0,2026-08-05,SETTLED,RZP-TXN049X
PAY0499,SET0499,TXN0499,C105,2026-08-17,25000.0,0.0,0.0,15000.0,2026-08-18,SETTLED,RZP-TXN0499
PAY0500,SET0500,TXN0500,C108,2026-08-17,15000.0,300.0,0.0,14700.0,2026-08-18,SETTLED,RZP-TXN0500
